1	0.534614	0.01
2	0.352711	0.01
3	0.307758	0.01
4	0.294369	0.01
5	0.283897	0.01
6	0.274167	0.01
7	0.254162	0.01
8	0.238523	0.01
9	0.218015	0.01
10	0.200505	0.01
11	0.186189	0.01
12	0.170505	0.01
13	0.161195	0.01
14	0.151627	0.01
15	0.138715	0.01
16	0.134174	0.01
17	0.122795	0.01
18	0.116294	0.01
19	0.111922	0.01
20	0.102126	0.01
21	0.0992102	0.01
22	0.0960794	0.01
23	0.0904466	0.01
24	0.0875224	0.01
25	0.0830811	0.01
26	0.0811798	0.01
27	0.0774534	0.01
28	0.0760268	0.01
29	0.0691413	0.01
30	0.0654859	0.01
31	0.064715	0.01
32	0.0617659	0.01
33	0.0589664	0.01
34	0.0591015	0.01
35	0.0570542	0.01
36	0.0551095	0.01
37	0.0542694	0.01
38	0.0518693	0.01
39	0.0498442	0.01
40	0.0504917	0.01
41	0.048645	0.01
42	0.0465626	0.01
43	0.0461744	0.01
44	0.0461314	0.01
45	0.0449863	0.01
46	0.0436447	0.01
47	0.0423678	0.01
48	0.0422302	0.01
49	0.0414027	0.01
50	0.0409411	0.01
51	0.0387344	0.01
52	0.0387394	0.01
53	0.0375206	0.01
54	0.038211	0.01
55	0.0376108	0.01
56	0.0366819	0.01
57	0.0362914	0.01
58	0.0387672	0.01
59	0.0350825	0.01
60	0.0366177	0.01
61	0.0352607	0.01
62	0.0334365	0.01
63	0.0343439	0.01
64	0.0358241	0.01
65	0.0339958	0.01
66	0.0332567	0.01
67	0.0325541	0.01
68	0.0328756	0.01
69	0.0307329	0.01
70	0.0344352	0.01
71	0.0336949	0.01
72	0.0316093	0.01
73	0.0308503	0.01
74	0.0325168	0.01
75	0.0304456	0.01
76	0.0338229	0.01
77	0.0319195	0.01
78	0.0331413	0.01
79	0.0299274	0.01
80	0.0294485	0.01
81	0.0326101	0.01
82	0.0330356	0.01
83	0.0320131	0.01
84	0.0284373	0.01
85	0.029102	0.01
86	0.0291254	0.01
87	0.0279927	0.01
88	0.0288315	0.01
89	0.0296404	0.01
90	0.0292921	0.01
91	0.0283675	0.01
92	0.0269982	0.01
93	0.0271434	0.01
94	0.0285927	0.01
95	0.0269615	0.01
96	0.0288149	0.01
97	0.0297026	0.01
98	0.0281302	0.01
99	0.0267779	0.01
100	0.0281469	0.01
101	0.0281282	0.01
102	0.0270983	0.01
103	0.0282211	0.01
104	0.02721	0.01
105	0.0283096	0.01
106	0.0277972	0.01
107	0.0259645	0.01
108	0.0258246	0.01
109	0.0286276	0.01
