1	0.340291	1.93967
2	0.294963	1.73551
3	0.20514	1.29738
4	0.174297	1.09319
5	0.165522	1.01422
6	0.160593	0.974078
7	0.154653	0.938994
8	0.145591	0.894154
9	0.141628	0.870301
10	0.12867	0.810364
11	0.125659	0.794541
12	0.113688	0.73573
13	0.0996987	0.669085
14	0.101852	0.673674
15	0.0857667	0.5982
16	0.0847386	0.585096
17	0.0749356	0.53419
18	0.077034	0.539963
19	0.0722882	0.502875
20	0.061068	0.451881
21	0.0652221	0.472954
22	0.0650686	0.458342
23	0.0616835	0.430274
24	0.0519369	0.382863
25	0.0524797	0.38795
26	0.0546109	0.398661
27	0.0421533	0.322767
28	0.0449653	0.342266
29	0.0394243	0.312539
30	0.0570421	0.388651
31	0.0507115	0.353034
32	0.0528634	0.366231
33	0.0336632	0.27213
34	0.0429947	0.322061
35	0.0499464	0.357283
36	0.0425901	0.310774
37	0.0325766	0.269647
38	0.0445666	0.322264
39	0.0377123	0.286436
40	0.0436365	0.315508
41	0.0532023	0.353227
42	0.034262	0.262691
43	0.0425281	0.301197
44	0.0357324	0.250784
45	0.0446374	0.317323
46	0.034207	0.235482
47	0.0412127	0.297095
48	0.0456448	0.308473
49	0.0388561	0.285669
50	0.0466048	0.319228
51	0.0360864	0.255079
52	0.0385807	0.277409
53	0.0354749	0.256846
54	0.0291897	0.239398
55	0.0451051	0.309434
56	0.0354966	0.242764
57	0.0426573	0.294607
58	0.0406358	0.279504
59	0.0441858	0.300726
60	0.0242949	0.195122
61	0.0347284	0.24479
62	0.0407764	0.285032
63	0.0307993	0.223539
64	0.0255568	0.195144
65	0.0325985	0.236365
66	0.0335856	0.234393
67	0.0231565	0.166277
68	0.0368522	0.263925
69	0.0273889	0.20722
70	0.0401832	0.277338
71	0.0395976	0.260298
72	0.0285959	0.198519
73	0.0276658	0.196164
74	0.038071	0.24314
75	0.0435174	0.281567
76	0.0292303	0.222314
77	0.0399345	0.276538
78	0.0385757	0.263489
79	0.02289	0.177602
