1	4.47429
2	3.97199
3	3.5472
4	3.20982
5	2.9292
6	2.68909
7	2.48695
8	2.30269
9	2.15438
10	2.00958
11	1.8777
12	1.7615
13	1.64802
14	1.54786
15	1.4402
16	1.35232
17	1.24892
18	1.17219
19	1.09593
20	1.02038
21	0.951247
22	0.894933
23	0.819
24	0.771947
25	0.716727
26	0.671994
27	0.62261
28	0.584261
29	0.547385
30	0.512656
31	0.481074
32	0.453069
33	0.422687
34	0.409998
35	0.385314
36	0.36474
37	0.348289
38	0.328957
39	0.317574
40	0.307297
41	0.29111
42	0.284491
43	0.272279
44	0.264304
45	0.256052
46	0.246444
47	0.234443
48	0.23929
49	0.226765
50	0.221987
51	0.214129
52	0.209174
53	0.203304
54	0.202197
55	0.197346
56	0.191481
57	0.190173
58	0.188176
59	0.182406
60	0.181953
61	0.177187
62	0.179711
63	0.172522
64	0.171767
65	0.164145
66	0.169164
67	0.162905
68	0.161167
69	0.164262
70	0.160225
71	0.157912
72	0.152101
73	0.153646
74	0.154772
75	0.148748
76	0.147594
77	0.147356
78	0.140849
79	0.147648
80	0.146568
81	0.143278
82	0.142209
83	0.140912
84	0.142966
85	0.133342
86	0.139323
87	0.135186
88	0.139264
89	0.131521
90	0.134103
91	0.132226
92	0.13896
93	0.13405
94	0.132102
95	0.127922
96	0.129068
97	0.132623
98	0.130826
99	0.125718
100	0.131956
101	0.125693
102	0.120307
103	0.124311
104	0.120411
105	0.122282
106	0.120967
107	0.116866
108	0.124087
109	0.123845
110	0.12666
111	0.116814
112	0.120724
113	0.116848
114	0.120169
115	0.119556
116	0.12199
117	0.11858
118	0.117821
119	0.114554
120	0.111022
121	0.116254
122	0.110832
123	0.114876
124	0.110651
125	0.111131
126	0.113261
127	0.111811
128	0.11382
129	0.113512
130	0.110819
131	0.11285
132	0.113415
133	0.108506
134	0.11263
135	0.108817
136	0.108761
137	0.108256
138	0.109704
139	0.110827
140	0.106
141	0.110293
142	0.107891
143	0.109786
144	0.10521
145	0.106624
146	0.107533
147	0.109402
148	0.103785
149	0.104964
150	0.106704
151	0.10494
152	0.103224
153	0.102241
154	0.103956
155	0.105172
156	0.106944
157	0.101284
158	0.106973
159	0.102847
160	0.100452
161	0.103525
162	0.102151
163	0.100071
164	0.101829
165	0.103849
166	0.0978416
167	0.0967216
168	0.10041
169	0.102921
170	0.0966147
171	0.0994805
172	0.101136
173	0.0999162
174	0.0982256
175	0.100868
176	0.0992371
177	0.0984998
178	0.0977984
179	0.0974037
180	0.0997527
181	0.0961674
182	0.0939129
183	0.0925448
184	0.0990195
185	0.100069
186	0.0940458
187	0.0962978
188	0.0997217
189	0.095404
190	0.095815
191	0.096359
192	0.0958759
193	0.0933076
194	0.0939058
195	0.0944564
196	0.0969845
197	0.0946217
198	0.0907919
199	0.0942347
200	0.0932553
201	0.0942814
202	0.0922602
203	0.0950034
204	0.0944793
205	0.0958883
206	0.094895
207	0.0920749
208	0.0950155
209	0.0931239
210	0.095887
211	0.0901714
212	0.0934306
213	0.0913146
214	0.094451
215	0.0951007
216	0.0921973
217	0.0934186
218	0.0913241
219	0.0937924
220	0.0932095
221	0.090008
222	0.0879832
223	0.0931325
224	0.0908803
225	0.0901884
226	0.09016
227	0.0900472
228	0.0904928
229	0.0911047
230	0.0903166
231	0.0888125
232	0.0921165
233	0.0887761
234	0.0888846
235	0.0910536
236	0.0920356
237	0.0905647
238	0.0888019
239	0.0902032
240	0.0893101
241	0.0903026
242	0.0900224
243	0.0907271
244	0.089289
245	0.0906991
246	0.0882165
247	0.0904358
248	0.0872222
249	0.0895236
250	0.0906039
251	0.089264
252	0.0869394
253	0.0884482
254	0.0882284
255	0.088235
256	0.0879811
257	0.0840403
258	0.0883087
259	0.0879143
260	0.0869243
261	0.0888094
262	0.0886285
263	0.0882719
264	0.0884393
265	0.0873044
266	0.0861044
267	0.0858758
268	0.0854084
269	0.0858882
270	0.0867555
271	0.0851932
272	0.0858349
273	0.0861467
274	0.0869482
275	0.0851863
276	0.0871227
277	0.0882797
278	0.0842151
279	0.0850641
280	0.084858
281	0.0864464
282	0.0850843
283	0.0841889
284	0.0850055
285	0.085945
286	0.0833036
287	0.085213
288	0.08524
289	0.0850783
290	0.0843592
291	0.0842346
292	0.0853831
293	0.0843822
294	0.08388
295	0.0847632
296	0.0865615
297	0.0825641
298	0.0861603
299	0.0819166
300	0.0820514
301	0.0836136
302	0.0851345
303	0.0853184
304	0.0842914
305	0.0855661
306	0.083923
307	0.0834297
308	0.0848059
309	0.0838786
310	0.08366
311	0.0846966
312	0.0843522
313	0.0821294
314	0.08383
315	0.0830803
316	0.0843962
317	0.0822677
318	0.0835145
319	0.0840697
320	0.0843376
321	0.081967
322	0.0828478
323	0.0831384
324	0.0820671
325	0.0814255
326	0.081501
327	0.0828041
328	0.0822796
329	0.0806922
330	0.0814425
331	0.0822961
332	0.0825008
333	0.0826944
334	0.0823882
335	0.083205
336	0.0827684
337	0.0821699
338	0.0813708
339	0.0799168
340	0.0810688
341	0.0819925
342	0.0793247
343	0.0811613
344	0.0817014
345	0.0825513
346	0.0822389
347	0.0815533
348	0.0807744
349	0.0822507
350	0.0809352
351	0.0825234
352	0.0802563
353	0.0804427
354	0.0795486
355	0.0826044
356	0.0812813
357	0.0810567
358	0.0795059
359	0.0809876
360	0.0801144
361	0.0821827
362	0.0816714
363	0.0804708
364	0.080916
365	0.0816903
366	0.081273
367	0.0797061
368	0.0814703
369	0.0808928
370	0.08091
371	0.0795333
372	0.0796123
373	0.0796835
374	0.0797658
375	0.0809096
376	0.0800066
377	0.0809059
378	0.0799596
379	0.0790606
380	0.0793692
381	0.080014
382	0.079829
383	0.0796097
384	0.0799771
385	0.0802939
386	0.0807807
387	0.0813859
388	0.0793585
389	0.0806757
390	0.0791232
391	0.0798467
392	0.0819096
393	0.0773874
394	0.0785984
395	0.07829
396	0.0793513
397	0.0782576
398	0.0773975
399	0.0803025
400	0.0795213
401	0.0767702
402	0.0806507
403	0.079212
404	0.0791964
405	0.0802955
406	0.0791047
407	0.0785731
408	0.07785
409	0.0785803
410	0.0789841
411	0.078912
412	0.0767009
413	0.0794669
414	0.0789051
415	0.0789446
416	0.0788182
417	0.0778444
418	0.07685
419	0.0780985
420	0.0788825
421	0.0780642
422	0.0773921
423	0.0788252
424	0.0780473
425	0.0777872
426	0.077381
427	0.0775544
428	0.0779159
429	0.077539
430	0.0782885
431	0.0789549
432	0.0779917
433	0.0792483
434	0.0775834
435	0.0758727
436	0.0777575
437	0.0786676
438	0.0760139
439	0.0774463
440	0.077469
441	0.0774964
442	0.0773203
443	0.0771692
444	0.0778216
445	0.0761671
446	0.0763018
447	0.0791017
448	0.0780845
449	0.0771586
450	0.0784308
451	0.0770391
452	0.0778937
453	0.0778439
454	0.0782775
455	0.078044
456	0.0783219
457	0.0770709
458	0.0769972
459	0.0778199
460	0.0756547
461	0.0768087
462	0.0774794
463	0.076669
464	0.0770459
465	0.0775168
466	0.0762814
467	0.0765507
468	0.0777996
469	0.0777329
470	0.076279
471	0.0755077
472	0.0763758
473	0.0768705
474	0.0770282
475	0.076746
476	0.0765274
477	0.0766913
478	0.0755103
479	0.0768121
480	0.075773
481	0.0756666
482	0.0771156
483	0.0764853
484	0.0771642
485	0.0768464
486	0.0759768
487	0.0772254
488	0.0762975
489	0.0763912
490	0.0765374
491	0.0760843
492	0.0759905
493	0.0745422
494	0.0763094
495	0.0768051
496	0.0746358
497	0.0751294
498	0.0755742
499	0.0760157
500	0.0760563
501	0.0764768
502	0.0761149
503	0.0763127
504	0.0767321
505	0.0759611
506	0.0756257
507	0.0753121
508	0.0759548
509	0.0746979
510	0.0763773
511	0.076652
512	0.076513
513	0.0749768
514	0.0742038
515	0.0743584
516	0.0756182
517	0.0746416
518	0.0754212
519	0.0752759
520	0.0762513
521	0.0742011
522	0.0751786
523	0.0760274
524	0.0751497
525	0.075048
526	0.0758624
527	0.0738589
528	0.0754889
529	0.0761248
530	0.0757309
531	0.0747117
532	0.0745482
533	0.0746897
534	0.0750783
535	0.0728044
536	0.0757549
537	0.0744401
538	0.0746456
539	0.0754959
540	0.0754873
541	0.0744748
542	0.0732932
543	0.0737148
544	0.0753585
545	0.0731024
546	0.0747984
547	0.0744808
548	0.0753135
549	0.0745526
550	0.0744146
551	0.0739316
552	0.073516
553	0.0753847
554	0.0748047
555	0.0751129
556	0.0747801
557	0.0745145
558	0.0751787
559	0.0734251
560	0.075685
561	0.0745504
562	0.0741301
563	0.0744136
564	0.0754577
565	0.0733167
566	0.0741567
567	0.0748752
568	0.073383
569	0.0731405
570	0.0756114
571	0.0729569
572	0.0735959
573	0.0735368
574	0.0750247
575	0.0741709
576	0.0748509
577	0.0734922
578	0.0742469
579	0.0742744
580	0.0746647
581	0.0746421
582	0.07424
583	0.0736985
584	0.0733823
585	0.0742468
586	0.0741077
587	0.0735708
588	0.0742578
589	0.0738165
590	0.0742915
591	0.0735661
592	0.0745598
593	0.0729834
594	0.0743733
595	0.0731959
596	0.0733462
597	0.0745329
598	0.0735985
599	0.0728008
600	0.0735043
601	0.0738322
602	0.0726701
603	0.0748964
604	0.0725254
605	0.0729844
606	0.0738882
607	0.0741396
608	0.0735763
609	0.0738785
610	0.0734201
611	0.0730193
612	0.072753
613	0.0729484
614	0.0739954
615	0.0747044
616	0.0746697
617	0.0734458
618	0.0731272
619	0.0729952
620	0.0739313
621	0.073331
622	0.0742828
623	0.0735344
624	0.0730609
625	0.0735418
626	0.0731876
627	0.073315
628	0.0737245
629	0.0737569
630	0.0734277
631	0.0735934
632	0.072967
633	0.0728111
634	0.0728374
635	0.0727328
636	0.0734495
637	0.0736757
638	0.0726858
639	0.0725808
640	0.0734721
641	0.0729044
642	0.0730573
643	0.0724634
644	0.072049
645	0.0726835
646	0.0731501
647	0.0726182
648	0.0732078
649	0.0732775
650	0.072319
651	0.0732995
652	0.0726129
653	0.0733172
654	0.0734257
655	0.0726343
656	0.0723513
657	0.0730542
658	0.0733018
659	0.0729643
660	0.072467
661	0.0726925
662	0.073167
663	0.0719743
664	0.07309
665	0.0729837
666	0.0723294
667	0.0725043
668	0.0727455
669	0.0728303
670	0.0725474
671	0.0710471
672	0.0723247
673	0.0723489
674	0.072285
675	0.0728841
676	0.0719437
677	0.0729876
678	0.0727457
679	0.0724416
680	0.0728826
681	0.0726924
682	0.0723684
683	0.0725688
684	0.0729745
685	0.0722751
686	0.0731153
687	0.0715788
688	0.0721315
689	0.0727527
690	0.0725422
691	0.0717008
692	0.0725287
693	0.0717955
694	0.0720271
695	0.0732085
696	0.0721902
697	0.0714106
698	0.0726292
699	0.0713816
700	0.0722291
701	0.0723264
702	0.0725202
703	0.0720635
704	0.0722738
705	0.07177
706	0.0729961
707	0.0704609
708	0.0721318
709	0.072405
710	0.0724467
711	0.0713348
712	0.0722634
713	0.0715353
714	0.0716124
715	0.0709651
716	0.0715081
717	0.0721644
718	0.071795
719	0.0715311
720	0.0725519
721	0.0719874
722	0.0718649
723	0.0712405
724	0.0723691
725	0.0719338
726	0.0715663
727	0.0720214
728	0.0711796
729	0.0718006
730	0.0725044
731	0.0713632
732	0.0725436
733	0.071109
734	0.0723022
735	0.0718068
736	0.0719993
737	0.0714376
738	0.0719879
739	0.0717805
740	0.0716521
741	0.0723583
742	0.0717868
743	0.0716733
744	0.071737
745	0.071747
746	0.0705794
747	0.0712389
748	0.0719632
749	0.0712262
750	0.0717641
751	0.0711591
752	0.0716444
753	0.0714436
754	0.0710497
755	0.0724848
756	0.0708154
757	0.071461
758	0.0715781
759	0.0716645
760	0.0716531
761	0.0720366
762	0.0708254
763	0.0718274
764	0.0717063
765	0.0717605
766	0.0707801
767	0.071791
768	0.0716715
769	0.0712419
770	0.0705865
771	0.07117
772	0.0718519
773	0.0715726
774	0.071032
775	0.071658
776	0.0708307
777	0.0711069
778	0.0711275
779	0.0715914
780	0.071339
781	0.0703648
782	0.0713544
783	0.0709913
784	0.0710151
785	0.0716125
786	0.0708824
787	0.0707033
788	0.0707859
789	0.0713101
790	0.0706123
791	0.0713588
792	0.0712384
793	0.0705248
794	0.0709751
795	0.0714171
796	0.0714134
797	0.0706046
798	0.0700247
799	0.0707906
800	0.0704316
801	0.0712041
802	0.0708929
803	0.0710871
804	0.0712981
805	0.0713891
806	0.0715908
807	0.0707293
808	0.0699979
809	0.0707589
810	0.0714797
811	0.0705729
812	0.0709309
813	0.0707863
814	0.0705203
815	0.0711858
816	0.0709063
817	0.0703982
818	0.0706836
819	0.0704416
820	0.0703925
821	0.0708406
822	0.0708841
823	0.0702847
824	0.0713306
825	0.0710164
826	0.0703322
827	0.0710463
828	0.0706234
829	0.0711523
830	0.0709054
831	0.0713474
832	0.0700911
833	0.0695784
834	0.0709438
835	0.0707262
836	0.0708289
837	0.0707284
838	0.0705377
839	0.0704362
840	0.0708823
841	0.0705502
842	0.0701442
843	0.0703964
844	0.0704663
845	0.0697198
846	0.0710165
847	0.070345
848	0.0703993
849	0.0702545
850	0.0707415
851	0.069824
852	0.0703189
853	0.0710211
854	0.0702646
855	0.070842
856	0.0703091
857	0.0700778
858	0.0707981
859	0.070226
860	0.0705353
861	0.0704094
862	0.0710788
863	0.069854
864	0.0705929
865	0.0701239
866	0.0707143
867	0.0706986
868	0.0702856
869	0.0708687
870	0.0705046
871	0.070038
872	0.0705031
873	0.0703426
874	0.0695668
875	0.0704497
876	0.0702266
877	0.070406
878	0.0704093
879	0.0702702
880	0.0700237
881	0.0707463
882	0.0706351
883	0.0702377
884	0.0700566
885	0.070459
886	0.0703811
887	0.069334
888	0.070707
889	0.0697106
890	0.0703728
891	0.0703589
892	0.0698571
893	0.0708444
894	0.0693812
895	0.0698854
896	0.0701112
897	0.0686307
898	0.0707945
899	0.069835
900	0.0700013
901	0.0702659
902	0.0697177
903	0.0693013
904	0.0703487
905	0.0696676
906	0.0704908
907	0.069124
908	0.0695766
909	0.0702846
910	0.0700338
911	0.0699225
912	0.0693346
913	0.0696929
914	0.07006
915	0.0696172
916	0.0701018
917	0.0698569
918	0.0705208
919	0.0690357
920	0.069973
921	0.0693706
922	0.0704824
923	0.0701547
